Student_ID,Attendance,Quiz_Score,Assignment_Score,Understanding_Level
S3896,79.06,63.1,80.19,Good
S3897,90.74,94.11,99.54,Excellent
S3898,71.16,79.27,77.36,Good
S3899,95.17,89.46,82.34,Excellent
S3900,74.17,72.49,95.96,Good
S3901,78.7,55.15,68.7,Average
S3902,74.59,66.63,58.33,Average
S3903,86.66,58.06,64.14,Good
S3904,78.33,89.09,70.14,Good
S3905,63.58,85.03,82.25,Good
S3906,57.28,54.42,50.23,Poor
S3907,80.31,81.07,92.67,Good
S3908,74.46,93.71,53.8,Good
S3909,54.8,84.87,95.03,Good
S3910,69.78,75.56,97.47,Good
S3911,75.74,65.59,99.51,Good
S3912,91.34,94.35,90.48,Excellent
S3913,53.81,71.14,57.09,Poor
S3914,67.42,92.77,85.31,Good
S3915,91.13,89.15,60.17,Good
S3916,82.42,90.81,94.86,Excellent
S3917,64.5,99.49,65.83,Good
S3918,92.27,87.44,66.34,Good
S3919,74.66,51.7,95.88,Good
S3920,74.92,60.27,50.66,Average
S3921,98.83,51.76,59.7,Good
S3922,97.36,59.5,71.1,Good
S3923,67.93,53.07,85.04,Average
S3924,57.03,75.08,82.38,Good
S3925,66.28,51.41,83.47,Average
S3926,51.52,73.63,94.0,Good
S3927,51.04,94.94,56.05,Average
S3928,69.78,87.43,76.11,Good
S3929,97.05,97.2,86.27,Excellent
S3930,93.57,61.33,81.81,Good
S3931,75.57,76.55,72.42,Good
S3932,78.26,65.93,50.86,Average
S3933,50.3,74.69,53.02,Poor
S3934,60.78,77.85,55.95,Average
S3935,51.24,51.81,67.16,Poor
S3936,87.73,61.66,55.88,Good
S3937,57.28,85.24,71.3,Average
S3938,93.45,88.65,58.93,Good
S3939,82.17,78.47,88.96,Good
S3940,61.47,63.54,93.57,Good
S3941,57.89,70.25,69.48,Average
S3942,81.38,54.8,75.57,Good
S3943,95.04,97.66,97.67,Excellent
S3944,85.92,93.43,76.78,Excellent
S3945,67.43,53.28,99.75,Good
S3946,79.37,58.32,57.11,Average
S3947,65.54,79.05,93.11,Good
S3948,99.96,61.62,74.86,Good
S3949,87.44,96.72,51.14,Good
S3950,80.72,87.78,98.61,Excellent
S3951,71.16,63.66,98.25,Good
S3952,80.91,50.31,69.16,Average
S3953,67.08,89.97,97.71,Good
S3954,51.44,71.2,57.05,Poor
S3955,69.75,82.12,84.01,Good
S3956,96.52,64.35,59.6,Good
S3957,81.32,57.14,62.33,Average
S3958,54.2,83.77,88.97,Good
S3959,94.25,72.52,68.87,Good
S3960,63.44,61.76,50.36,Poor
S3961,62.19,56.88,70.71,Average
S3962,64.85,79.02,61.4,Average
S3963,78.86,86.28,84.17,Good
S3964,77.23,64.19,59.72,Average
S3965,74.57,86.76,92.11,Good
S3966,85.88,59.16,63.35,Good
S3967,65.83,66.92,69.65,Average
S3968,89.1,87.24,64.9,Good
S3969,58.77,83.01,82.2,Good
S3970,89.13,63.53,55.06,Good
S3971,83.19,56.11,73.9,Good
S3972,84.16,52.12,66.72,Average
S3973,74.08,91.9,94.21,Excellent
S3974,83.35,53.76,53.67,Average
S3975,53.99,55.74,91.48,Average
S3976,92.58,61.89,58.38,Good
S3977,52.78,72.28,54.43,Poor
S3978,57.44,89.49,60.12,Average
S3979,78.84,62.37,55.13,Average
S3980,86.97,77.18,76.05,Good
S3981,53.81,54.52,99.41,Average
S3982,96.04,73.23,51.72,Good
S3983,98.68,58.88,73.06,Good
S3984,80.3,60.56,69.3,Good
S3985,74.06,68.34,66.98,Good
S3986,87.07,88.07,66.59,Good
S3987,66.42,87.2,94.75,Good
S3988,74.66,70.75,50.95,Average
S3989,95.81,55.93,88.75,Good
S3990,97.78,64.03,62.65,Good
S3991,96.35,75.27,69.16,Good
S3992,63.12,93.47,71.01,Good
S3993,61.62,98.41,65.24,Good
S3994,64.88,81.87,54.68,Average
S3995,72.07,67.53,55.72,Average
S3996,65.71,84.67,64.91,Good
S3997,68.71,66.81,91.09,Good
S3998,81.03,81.27,56.73,Good
S3999,88.13,62.19,87.13,Good
S4000,86.78,63.35,64.44,Good
S4001,90.72,53.76,94.17,Good
S4002,51.61,71.01,71.42,Average
S4003,52.39,80.91,58.59,Average
S4004,89.47,89.44,99.29,Excellent
S4005,76.65,90.52,58.83,Good
S4006,78.91,99.62,78.38,Good
S4007,52.63,54.39,78.46,Average
S4008,62.77,74.66,68.64,Average
S4009,81.92,76.07,97.57,Good
S4010,92.96,90.23,92.19,Excellent
S4011,95.85,63.32,91.49,Good
S4012,75.02,53.47,98.71,Good
S4013,77.27,65.69,72.86,Good
S4014,91.65,99.2,54.86,Good
S4015,76.88,94.97,88.27,Excellent
S4016,75.84,69.76,69.04,Good
S4017,95.25,93.81,59.52,Good
S4018,89.5,51.64,74.16,Good
S4019,95.45,65.71,96.29,Excellent
S4020,60.91,86.34,58.57,Average
S4021,76.22,61.07,92.43,Good
S4022,92.12,59.92,70.91,Good
S4023,55.56,93.09,56.84,Average
S4024,89.73,80.8,92.42,Excellent
S4025,59.15,99.45,98.48,Good
S4026,90.41,56.73,64.56,Good
S4027,80.6,67.81,65.18,Good
S4028,59.66,65.56,69.53,Average
S4029,73.67,94.01,90.71,Good
S4030,84.1,62.76,50.52,Average
S4031,81.69,67.67,61.2,Good
S4032,71.36,57.14,85.29,Good
S4033,94.97,88.77,70.28,Excellent
S4034,75.96,61.89,66.51,Average
S4035,75.29,53.42,93.61,Good
S4036,53.11,71.76,95.87,Good
S4037,96.11,69.57,97.4,Excellent
S4038,58.86,58.88,63.63,Average
S4039,76.42,56.68,95.63,Good
S4040,90.18,94.83,86.85,Excellent
S4041,60.77,53.39,57.71,Poor
S4042,76.37,54.97,80.51,Good
S4043,62.03,62.25,51.32,Poor
S4044,87.98,97.64,85.42,Excellent
S4045,78.22,54.27,86.68,Good
S4046,92.8,90.8,89.47,Excellent
S4047,94.73,94.6,58.63,Good
S4048,82.44,68.89,81.41,Good
S4049,86.27,64.69,58.94,Good
S4050,77.46,83.87,97.33,Excellent
S4051,69.22,85.13,83.75,Good
S4052,82.41,89.0,54.77,Good
S4053,95.41,91.53,59.35,Good
S4054,70.83,63.42,83.17,Good
S4055,65.72,84.35,73.83,Good
S4056,69.42,56.75,86.81,Good
S4057,71.77,75.54,64.04,Good
S4058,53.68,80.64,82.9,Good
S4059,74.92,58.09,58.85,Average
S4060,74.72,53.83,77.19,Average
S4061,79.42,59.74,97.89,Good
S4062,68.14,71.03,81.41,Good
S4063,80.66,94.39,52.5,Good
S4064,93.91,76.6,99.44,Excellent
S4065,97.77,87.42,57.84,Good
S4066,79.18,58.71,85.9,Good
S4067,52.13,55.3,76.63,Average
S4068,98.46,61.98,64.72,Good
S4069,85.29,65.69,58.87,Good
S4070,66.8,77.41,58.89,Average
S4071,57.36,94.06,92.92,Good
S4072,57.17,71.3,93.65,Good
S4073,58.39,75.94,73.26,Average
S4074,52.28,50.23,55.18,Poor
S4075,95.11,51.67,94.21,Good
S4076,77.04,54.19,74.35,Average
S4077,85.0,84.95,71.94,Good
S4078,91.41,74.31,70.37,Good
S4079,89.58,59.65,68.25,Good
S4080,94.13,79.63,76.3,Good
S4081,98.36,77.23,80.23,Excellent
S4082,71.95,54.44,73.32,Average
S4083,97.52,82.02,94.83,Excellent
S4084,86.16,88.36,65.88,Good
S4085,53.53,64.33,78.92,Average
S4086,84.09,84.37,65.0,Good
S4087,84.34,59.99,87.67,Good
S4088,95.29,87.84,55.11,Good
S4089,68.65,95.59,59.43,Good
S4090,79.25,72.09,90.06,Good
S4091,50.61,62.23,59.16,Poor
S4092,66.6,69.96,81.29,Good
S4093,53.11,62.5,98.51,Average
S4094,76.09,50.06,76.14,Average
S4095,90.87,82.52,59.37,Good
S4096,60.32,52.13,66.03,Poor
S4097,76.37,60.52,91.17,Good
S4098,60.2,86.12,67.58,Good
S4099,56.03,83.29,86.18,Good
S4100,75.55,53.67,88.87,Good
S4101,53.96,83.0,75.06,Average
S4102,79.37,96.53,89.16,Excellent
S4103,51.57,53.73,65.85,Poor
S4104,55.34,70.78,75.81,Average
S4105,77.5,86.47,84.33,Good
S4106,79.57,83.39,58.4,Good
S4107,51.45,61.33,63.68,Poor
S4108,78.67,58.15,82.6,Good
S4109,91.93,89.21,82.77,Excellent
S4110,86.12,97.81,74.67,Excellent
S4111,56.56,88.38,89.78,Good
S4112,79.62,98.16,74.1,Good
S4113,83.61,80.25,94.07,Excellent
S4114,51.86,96.45,86.8,Good
S4115,92.77,84.52,65.73,Good
S4116,95.31,95.44,69.76,Excellent
S4117,92.52,58.08,83.38,Good
S4118,91.23,90.78,94.72,Excellent
S4119,87.25,59.84,58.94,Good
S4120,81.67,51.37,75.73,Good
S4121,83.93,75.88,55.94,Good
S4122,90.32,65.91,63.97,Good
S4123,83.12,52.18,84.3,Good
S4124,66.39,99.02,53.89,Good
S4125,68.8,83.32,83.12,Good
S4126,94.85,95.09,95.04,Excellent
S4127,50.86,99.95,98.47,Good
S4128,84.94,69.6,60.83,Good
S4129,97.74,62.74,87.44,Good
S4130,85.31,59.19,96.32,Good
S4131,99.7,75.76,54.57,Good
S4132,84.38,80.3,70.7,Good
S4133,51.72,73.62,95.97,Good
S4134,91.35,69.36,60.14,Good
S4135,64.23,58.41,96.69,Good
S4136,72.3,72.09,76.36,Good
S4137,65.6,54.26,54.99,Poor
S4138,63.43,93.25,72.49,Good
S4139,71.57,52.35,66.31,Average
S4140,68.94,69.03,64.11,Average
S4141,81.67,55.01,77.07,Good
S4142,90.66,88.75,74.18,Excellent
S4143,64.85,65.64,74.1,Average
S4144,60.69,55.66,54.41,Poor
S4145,83.34,76.57,90.12,Good
S4146,83.52,95.81,74.07,Good
S4147,95.06,95.43,91.05,Excellent
S4148,50.8,62.48,91.23,Average
S4149,92.65,85.98,65.86,Good
S4150,76.05,51.51,50.22,Average
S4151,81.07,56.59,95.56,Good
S4152,54.57,74.97,88.03,Good
S4153,71.63,61.44,55.36,Average
S4154,61.37,89.91,85.09,Good
S4155,62.71,96.55,51.0,Average
S4156,75.2,50.22,51.39,Average
S4157,90.62,61.65,76.29,Good
S4158,87.19,71.98,54.8,Good
S4159,79.55,78.15,98.22,Good
S4160,76.97,95.8,94.69,Excellent
S4161,71.37,94.59,82.49,Good
S4162,98.64,81.86,53.19,Good
S4163,78.01,62.87,66.24,Average
S4164,62.7,89.16,68.59,Good
S4165,61.5,60.13,74.04,Average
S4166,80.57,98.26,58.45,Good
S4167,76.14,50.29,78.88,Average
S4168,50.38,78.49,71.79,Average
S4169,91.5,54.42,97.36,Good
S4170,85.21,70.38,96.81,Good
S4171,83.09,81.75,78.27,Good
S4172,53.44,84.48,82.22,Good
S4173,68.1,89.28,56.89,Good
S4174,96.77,79.67,61.17,Good
S4175,93.13,62.57,95.04,Good
S4176,64.28,94.46,84.96,Good
S4177,57.85,90.56,59.47,Average
S4178,72.45,58.0,78.51,Average
S4179,67.79,91.33,96.74,Good
S4180,84.11,98.63,67.26,Good
S4181,98.32,81.86,59.29,Good
S4182,68.15,64.09,97.1,Good
S4183,53.11,80.33,73.06,Average
S4184,94.88,67.13,70.86,Good
S4185,51.9,83.8,63.38,Average
S4186,97.64,77.24,94.58,Excellent
S4187,83.23,96.47,92.28,Excellent
S4188,97.08,80.9,70.15,Good
S4189,59.98,60.7,51.53,Poor
S4190,52.03,86.26,72.33,Average
S4191,74.41,65.04,59.04,Average
S4192,72.53,63.62,57.14,Average
S4193,66.57,69.59,69.65,Average
S4194,97.88,50.6,54.95,Good
S4195,91.13,98.46,97.87,Excellent
S4196,83.08,76.62,52.38,Good
S4197,58.14,88.67,70.07,Good
S4198,86.72,62.89,58.14,Good
S4199,86.35,87.33,84.44,Excellent
S4200,71.25,78.36,53.94,Average
S4201,96.24,71.21,77.34,Good
S4202,58.35,98.53,88.66,Good
S4203,63.37,74.69,97.5,Good
S4204,53.16,82.87,84.93,Good
S4205,89.77,50.77,54.97,Average
S4206,81.09,65.07,54.43,Average
S4207,65.75,94.43,86.58,Good
S4208,58.19,87.95,60.77,Average
S4209,52.01,76.84,72.36,Average
S4210,58.34,95.01,98.83,Good
S4211,72.66,74.31,91.0,Good
S4212,62.36,78.33,92.33,Good
S4213,62.95,69.11,93.04,Good
S4214,93.78,81.0,80.98,Excellent
S4215,75.76,65.95,87.2,Good
S4216,86.46,69.27,67.95,Good
S4217,51.79,98.32,99.92,Good
S4218,68.26,55.57,63.98,Average
S4219,73.96,55.26,79.5,Good
S4220,59.32,52.17,64.1,Poor
S4221,56.01,66.0,55.6,Poor
S4222,93.52,69.91,78.38,Good
S4223,96.97,54.73,67.67,Good
S4224,53.94,77.46,79.16,Average
S4225,67.45,79.17,77.93,Good
S4226,97.91,87.55,77.11,Excellent
S4227,54.16,98.8,56.17,Average
S4228,82.18,80.97,72.01,Good
S4229,98.61,55.58,90.6,Good
S4230,98.91,54.43,65.76,Good
S4231,73.56,88.88,72.19,Good
S4232,58.14,82.52,74.69,Good
S4233,60.1,58.1,93.14,Average
S4234,94.48,62.67,82.78,Good
S4235,95.58,87.51,55.01,Good
S4236,80.39,78.31,93.26,Good
S4237,88.31,79.25,91.6,Excellent
S4238,87.0,60.5,87.68,Good
S4239,83.09,81.45,73.3,Good
S4240,91.36,88.53,87.88,Excellent
S4241,84.27,94.26,73.94,Good
S4242,76.7,86.84,86.83,Good
S4243,61.85,78.82,94.01,Good
S4244,87.19,83.66,94.53,Excellent
S4245,73.67,74.26,72.73,Good
S4246,64.74,61.34,92.97,Good
S4247,90.1,94.11,55.07,Good
S4248,84.84,76.63,55.09,Good
S4249,96.87,79.72,77.41,Excellent
S4250,58.27,99.51,82.59,Good
S4251,82.46,99.25,57.65,Good
S4252,62.21,79.32,73.61,Good
S4253,95.18,51.7,54.72,Average
S4254,54.97,69.81,80.1,Average
S4255,82.81,96.86,92.75,Excellent
S4256,89.55,64.42,86.88,Good
S4257,67.75,99.96,68.91,Good
S4258,97.71,54.22,99.69,Excellent
S4259,92.54,78.41,83.15,Excellent
S4260,64.73,75.77,90.76,Good
S4261,50.38,62.77,83.48,Average
S4262,64.83,97.43,99.47,Excellent
S4263,64.07,80.96,91.07,Good
S4264,94.5,61.51,75.97,Good
S4265,98.36,69.2,68.34,Good
S4266,53.52,86.06,84.11,Good
S4267,73.56,64.88,79.51,Good
S4268,77.42,93.98,81.47,Good
S4269,54.65,58.28,67.15,Poor
S4270,68.87,63.23,71.44,Average
S4271,65.85,57.24,77.9,Average
S4272,76.8,55.21,91.96,Good
S4273,83.06,65.02,88.15,Good
S4274,85.17,99.96,55.93,Good
S4275,56.84,54.72,62.28,Poor
S4276,90.65,60.65,51.33,Average
S4277,83.93,63.58,50.4,Average
S4278,94.45,80.96,61.22,Good
S4279,72.47,87.27,89.97,Good
S4280,94.69,87.6,95.24,Excellent
S4281,93.29,50.43,69.59,Good
S4282,71.92,82.59,78.16,Good
S4283,69.06,81.54,85.3,Good
S4284,96.64,75.88,97.65,Excellent
S4285,85.76,68.96,95.65,Good
S4286,96.41,89.87,52.86,Good
S4287,89.85,67.19,62.41,Good
S4288,80.46,61.5,52.46,Average
S4289,55.79,65.5,80.83,Average
S4290,64.57,71.98,85.52,Good
S4291,98.44,60.7,65.41,Good
S4292,65.97,80.38,92.69,Good
S4293,54.66,94.21,72.64,Good
S4294,85.38,79.77,99.92,Excellent
S4295,86.7,72.33,50.02,Good
S4296,64.27,89.84,55.47,Average
S4297,64.88,87.4,65.09,Good
S4298,73.44,68.35,51.28,Average
S4299,51.09,80.21,89.12,Good
S4300,89.47,86.49,52.64,Good
S4301,65.85,62.27,87.45,Good
S4302,92.69,68.31,52.63,Good
S4303,90.13,55.29,62.64,Good
S4304,83.07,99.38,92.06,Excellent
S4305,66.24,54.29,97.55,Good
S4306,75.82,58.43,70.73,Average
S4307,72.24,73.99,98.5,Good
S4308,66.94,93.26,81.34,Good
S4309,92.41,67.79,70.79,Good
S4310,74.18,88.43,90.14,Good
S4311,91.64,83.8,64.77,Good
S4312,55.26,81.93,63.29,Average
S4313,57.05,92.25,82.83,Good
S4314,98.87,50.71,69.52,Good
S4315,79.39,96.46,56.8,Good
S4316,75.49,91.46,53.35,Good
S4317,76.16,96.89,89.39,Excellent
S4318,60.76,89.68,83.8,Good
S4319,85.94,93.93,70.59,Good
S4320,54.24,60.15,94.81,Average
S4321,78.67,65.96,70.54,Good
S4322,78.54,65.76,85.51,Good
S4323,95.71,55.46,95.46,Good
S4324,76.31,86.48,92.04,Good
S4325,56.85,56.81,75.56,Average
S4326,78.64,52.63,84.03,Good
S4327,54.57,88.77,70.68,Average
S4328,60.19,95.23,82.36,Good
S4329,51.56,88.21,62.88,Average
S4330,75.66,91.27,71.74,Good
S4331,54.23,79.78,60.48,Average
S4332,73.47,94.39,51.91,Good
S4333,96.65,74.84,79.43,Good
S4334,85.99,99.42,93.22,Excellent
S4335,53.87,55.17,51.28,Poor
S4336,61.21,90.46,59.8,Average
S4337,83.68,82.07,73.01,Good
S4338,94.74,79.03,83.29,Excellent
S4339,51.65,86.29,58.56,Average
S4340,90.62,92.01,52.83,Good
S4341,78.09,93.14,75.95,Good
S4342,77.3,58.77,90.94,Good
S4343,97.89,59.85,51.76,Good
S4344,87.38,50.81,67.47,Good
S4345,92.51,56.59,83.18,Good
S4346,67.7,63.19,56.54,Average
S4347,77.72,86.05,61.8,Good
S4348,80.77,73.79,76.77,Good
S4349,66.08,87.9,97.66,Good
S4350,78.51,74.33,64.37,Good
S4351,61.83,77.78,74.38,Good
S4352,57.17,55.55,70.0,Average
S4353,68.7,88.83,94.87,Good
S4354,86.96,87.91,53.59,Good
S4355,95.81,65.38,78.31,Good
S4356,72.89,66.43,92.31,Good
S4357,82.14,60.98,99.41,Good
S4358,55.15,90.69,84.94,Good
S4359,95.22,87.35,69.0,Good
S4360,78.43,80.46,70.59,Good
S4361,89.02,61.94,67.58,Good
S4362,89.72,58.59,80.18,Good
S4363,62.82,52.51,86.97,Average
S4364,76.46,52.28,90.97,Good
S4365,98.02,59.36,70.83,Good
S4366,54.48,55.03,85.84,Average
S4367,84.15,77.81,95.81,Excellent
S4368,98.11,67.9,96.04,Excellent
S4369,65.03,72.25,85.2,Good
S4370,93.07,79.7,81.85,Excellent
S4371,96.68,82.96,76.58,Excellent
S4372,87.35,82.41,59.16,Good
S4373,61.57,63.04,56.18,Average
S4374,66.7,90.48,74.29,Good
S4375,51.79,95.89,57.97,Average
S4376,91.57,65.8,78.85,Good
S4377,92.48,50.85,82.29,Good
S4378,81.64,94.96,76.28,Good
S4379,67.63,96.18,51.82,Good
S4380,53.84,52.55,52.89,Poor
S4381,87.65,50.25,55.67,Average
S4382,86.33,90.82,57.68,Good
S4383,95.63,65.07,99.49,Excellent
S4384,86.53,95.73,67.22,Good
S4385,91.43,60.84,64.6,Good
S4386,87.3,93.06,52.61,Good
S4387,81.53,53.43,81.77,Good
S4388,71.35,63.03,82.61,Good
S4389,95.11,98.66,58.77,Excellent
S4390,82.55,61.56,95.96,Good
S4391,69.92,56.65,90.02,Good
S4392,54.17,92.85,61.52,Average
S4393,64.54,55.89,74.29,Average
S4394,77.19,54.87,72.92,Average
S4395,63.78,66.17,67.43,Average
S4396,61.06,81.77,90.88,Good
S4397,76.37,85.54,55.46,Good
S4398,58.49,94.06,70.77,Good
S4399,90.02,77.05,71.4,Good
S4400,74.22,69.67,73.44,Good
S4401,78.69,67.94,93.07,Good
S4402,57.37,92.35,60.91,Average
S4403,66.23,86.19,55.15,Average
S4404,70.5,95.27,80.89,Good
S4405,90.41,98.2,58.69,Good
S4406,88.51,65.0,53.75,Good
S4407,61.15,76.48,71.33,Average
S4408,80.81,81.59,60.98,Good
S4409,62.17,58.19,68.06,Average
S4410,99.41,52.67,62.99,Good
S4411,97.61,93.39,54.63,Good
S4412,78.16,76.78,78.02,Good
S4413,84.95,78.54,51.35,Good
S4414,90.07,77.75,98.32,Excellent
S4415,86.05,87.75,67.07,Good
S4416,84.99,57.28,84.76,Good
S4417,97.93,80.7,90.52,Excellent
S4418,79.82,73.47,63.96,Good
S4419,81.82,94.85,87.44,Excellent
S4420,92.46,75.98,91.62,Excellent
S4421,83.49,97.15,62.07,Good
S4422,86.65,67.66,99.62,Good
S4423,61.71,98.34,51.03,Average
S4424,68.56,93.76,60.85,Good
S4425,57.37,79.21,89.0,Good
S4426,75.29,67.69,59.71,Average
S4427,72.79,68.8,84.91,Good
S4428,99.86,88.64,92.78,Excellent
S4429,80.56,79.03,97.96,Excellent
S4430,89.32,70.08,73.71,Good
S4431,66.7,81.8,98.56,Good
S4432,91.58,86.66,70.58,Good
S4433,80.75,51.15,60.91,Average
S4434,84.85,54.49,75.7,Good
S4435,64.72,54.72,82.49,Average
S4436,77.43,61.6,72.9,Good
S4437,81.7,71.35,78.35,Good
S4438,79.45,90.18,70.82,Good
S4439,95.76,67.55,76.24,Good
S4440,94.91,50.87,97.63,Good
S4441,98.55,74.17,74.99,Good
S4442,83.37,99.83,62.66,Good
S4443,98.6,67.45,87.94,Excellent
S4444,91.62,98.06,66.88,Excellent
S4445,63.54,55.07,90.81,Average
S4446,71.37,58.65,52.84,Average
S4447,61.92,86.21,66.61,Good
S4448,50.21,75.06,54.72,Poor
S4449,59.4,88.26,54.27,Average
S4450,50.2,93.18,82.92,Good
S4451,85.99,62.55,69.27,Good
S4452,71.28,84.14,93.57,Good
S4453,65.63,80.38,75.82,Good
S4454,88.09,93.08,64.77,Good
S4455,91.62,71.51,86.04,Good
S4456,98.76,52.59,81.2,Good
S4457,82.1,78.71,89.98,Good
S4458,73.08,97.94,82.18,Good
S4459,65.26,50.73,58.35,Poor
S4460,61.12,62.01,83.52,Average
S4461,60.65,65.8,69.58,Average
S4462,70.46,88.29,73.16,Good
S4463,99.59,66.16,96.08,Excellent
S4464,50.04,61.95,68.0,Poor
S4465,59.86,82.43,80.6,Good
S4466,59.42,52.32,68.17,Poor
S4467,85.86,58.53,54.74,Average
S4468,67.62,70.4,72.68,Average
S4469,72.86,67.78,79.85,Good
S4470,57.43,67.36,70.38,Average
S4471,70.25,55.43,69.53,Average
S4472,55.16,68.04,91.02,Average
S4473,76.65,89.9,51.48,Good
S4474,54.9,70.69,64.78,Average
S4475,89.53,79.31,90.59,Excellent
S4476,78.33,58.18,96.03,Good
S4477,86.2,53.49,70.61,Good
S4478,70.93,94.0,94.44,Good
S4479,69.07,66.57,59.95,Average
S4480,54.91,67.52,61.07,Average
S4481,76.19,93.88,92.31,Excellent
S4482,75.73,85.39,95.16,Good
S4483,73.41,87.81,61.14,Good
S4484,87.03,84.1,52.97,Good
S4485,91.63,55.29,54.52,Average
S4486,87.54,97.9,63.07,Good
S4487,57.19,95.46,88.07,Good
S4488,81.1,61.81,75.5,Good
S4489,54.02,90.2,72.78,Good
S4490,84.73,70.47,79.21,Good
S4491,69.09,84.19,94.51,Good
S4492,56.62,58.28,54.52,Poor
S4493,93.1,76.93,84.74,Excellent
S4494,80.7,56.33,96.34,Good
S4495,67.74,76.81,60.67,Average
S4496,51.54,62.18,91.89,Average
S4497,76.87,72.62,84.9,Good
S4498,96.16,83.4,50.72,Good
S4499,79.82,93.85,61.58,Good
S4500,98.58,58.26,80.29,Good
S4501,56.82,94.66,75.12,Good
S4502,78.42,69.5,76.4,Good
S4503,89.91,92.19,61.6,Good
S4504,76.28,75.63,83.75,Good
S4505,54.55,93.11,63.32,Average
S4506,79.14,83.14,69.47,Good
S4507,80.59,75.44,68.45,Good
S4508,86.44,65.63,83.6,Good
S4509,88.06,98.45,54.51,Good
S4510,88.54,90.04,60.28,Good
S4511,83.17,69.06,60.02,Good
S4512,60.79,58.34,55.42,Poor
S4513,70.21,88.98,60.38,Good
S4514,88.81,99.5,80.35,Excellent
S4515,97.67,63.95,86.61,Good
S4516,53.95,95.79,83.02,Good
S4517,76.78,56.27,73.76,Average
S4518,65.63,97.61,52.62,Good
S4519,61.27,87.27,97.95,Good
S4520,75.29,67.33,58.4,Average
S4521,80.3,65.23,83.42,Good
S4522,50.49,82.17,95.64,Good
S4523,89.01,79.68,84.89,Good
S4524,90.99,95.95,60.9,Good
S4525,98.28,88.31,65.79,Excellent
S4526,59.03,77.02,51.51,Average
S4527,79.73,96.38,80.64,Good
S4528,71.33,79.64,80.65,Good
S4529,66.74,92.48,86.28,Good
S4530,78.28,92.05,50.55,Good
S4531,89.12,95.96,90.89,Excellent
S4532,51.15,53.38,86.94,Average
S4533,98.47,79.19,57.04,Good
S4534,90.49,73.42,67.38,Good
S4535,87.56,74.53,81.93,Good
S4536,88.02,73.0,74.79,Good
S4537,69.45,91.87,55.75,Good
S4538,87.58,65.92,54.37,Good
S4539,69.34,73.14,89.07,Good
S4540,94.94,60.03,57.8,Good
S4541,58.86,62.59,58.6,Poor
S4542,64.62,83.02,91.55,Good
S4543,77.57,55.85,80.61,Good
S4544,65.96,59.39,80.24,Average
S4545,71.21,76.4,73.97,Good
S4546,74.62,52.19,78.45,Average
S4547,92.82,56.35,80.09,Good
S4548,76.16,93.17,98.39,Excellent
S4549,68.12,92.31,61.15,Good
S4550,62.39,67.39,60.73,Average
S4551,70.43,67.4,52.86,Average
S4552,75.79,96.83,82.91,Good
S4553,87.31,51.29,77.45,Good
S4554,56.05,79.01,55.56,Average
S4555,61.08,79.87,68.23,Average
S4556,68.98,89.39,58.93,Good
S4557,68.02,97.59,66.57,Good
S4558,69.59,67.79,97.56,Good
S4559,89.68,71.89,84.17,Good
S4560,66.21,83.56,50.38,Average
S4561,75.09,98.36,62.63,Good
S4562,81.2,94.54,50.52,Good
S4563,61.61,83.35,85.74,Good
S4564,85.93,92.84,73.47,Good
S4565,77.36,54.26,99.7,Good
S4566,72.34,68.86,86.68,Good
S4567,90.49,50.65,75.9,Good
S4568,62.17,58.87,90.24,Average
S4569,94.16,81.52,85.24,Excellent
S4570,78.05,94.28,62.19,Good
S4571,80.46,81.64,76.51,Good
S4572,93.75,83.21,77.8,Excellent
S4573,90.88,55.19,72.56,Good
S4574,80.08,83.24,58.96,Good
S4575,87.66,72.72,61.17,Good
S4576,71.67,82.57,64.05,Good
S4577,77.37,66.31,50.51,Average
S4578,53.1,79.07,95.85,Good
S4579,54.49,71.2,84.3,Average
S4580,91.47,77.93,84.48,Excellent
S4581,52.98,57.35,78.62,Average
S4582,58.47,69.79,84.47,Average
S4583,89.79,68.71,99.09,Excellent
S4584,50.06,86.82,69.26,Average
S4585,64.12,85.32,85.63,Good
S4586,79.2,95.44,67.98,Good
S4587,79.77,81.6,92.71,Good
S4588,88.86,65.73,92.9,Good
S4589,75.3,89.16,95.11,Excellent
S4590,75.47,74.85,50.27,Average
S4591,86.27,59.67,64.91,Good
S4592,74.93,87.37,56.7,Good
S4593,80.42,56.63,72.7,Good
S4594,94.89,58.91,74.77,Good
S4595,70.07,87.94,62.8,Good
S4596,69.26,88.51,86.17,Good
S4597,50.18,89.54,63.49,Average
S4598,80.67,64.67,92.69,Good
S4599,51.49,93.33,58.88,Average
S4600,75.21,86.13,68.36,Good
S4601,90.21,91.7,81.11,Excellent
S4602,77.5,85.43,80.27,Good
S4603,63.48,78.98,53.9,Average
S4604,89.31,55.47,92.31,Good
S4605,63.49,85.55,79.9,Good
S4606,86.65,84.52,93.49,Excellent
S4607,80.51,65.62,93.38,Good
S4608,58.5,86.79,77.3,Good
S4609,95.26,77.52,95.54,Excellent
S4610,60.03,77.97,92.42,Good
S4611,99.48,68.38,97.91,Excellent
S4612,50.37,55.84,92.52,Average
S4613,63.17,60.85,91.06,Good
S4614,59.99,88.44,73.47,Good
S4615,50.7,63.57,60.6,Poor
S4616,86.62,50.11,95.54,Good
S4617,84.67,99.85,86.13,Excellent
S4618,89.62,60.53,64.09,Good
S4619,62.83,82.77,67.05,Good
